Region,Subregion,Country,country_code,Variables,Sub-Variables,Value,Sentences,Working Document,Production_MW,Production_Mt,Official
Europe,Northern Europe,Denmark,DNK,RnD fund,,DKK 344 million,"Furthermore, the Government will earmark DKK 344 million for innovative green technologies via funds from the REACT-EU initiative and the Just Transition Fund. ",DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Trade medium,,"Ammonia, methanol or e-kerosene","This hydrogen can be further converted into other PtX products such as ammonia, methanol or e-kerosene.  ",DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Trade partner,,"DE, SE, NL, BE","the Government will also work to establish a common European hydrogen infrastructure so that Denmark can export green hydrogen to neighbouring countries via connections to countries such as Germany, Sweden, the Netherlands and Belgium.",DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Trade reason,,Promote economic growth and job creation,"Exports of Power-to-X products and technologies made in Denmark can create growth and jobs, benefiting the country and its businesses while also contributing to CO2 reductions beyond Denmark’s borders.",DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Trade strategy,,Export,Objective 4: Denmark must be able to export Power-to-X products and technologies,DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Trade time,,N/A,,,,,
Europe,Northern Europe,Denmark,DNK,Trade value,,N/A,,,,,
Europe,Northern Europe,Denmark,DNK,Type of hydrogen,2030,Green,"In Denmark, the focus is exclusively on producing green hydrogen. Several actors have already announced and launched plans for large-scale PtX projects that will produce large quantities of green hydrogen and fuels by 2030. ",DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Finland,FIN,By-product,,Produced from forestry and chemical industry,"In  Finland,  hydrogen  is  also  produced  as  a  byproduct  in  connection  with  various  forestry  and  chemical  industry  production  facilities.",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Domestic demand,Current,140 - 150 kt,"140,000–150,000  tons  of  hydrogen  are  produced  in  Finland  per  year  (4.7–5.0  TWh)",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Domestic demand,Current,Refineries (88%),"In  Finland,  88  percent  of  hydrogen  is  used  to  refine  oil  and  biofuels.  ",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Domestic demand,Future,"Industry, Power, Transport","The  goals  are  the  production  of  clean  hydrogen  and  electric  fuels  for  the  needs  of  domestic  industry,  transport  and  the  energy  system,  the  renewal  of  industry  and  the  growth  of  export  business  with  a  high  processing  value,",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Energy source,Current,Natural Gas,"140,000–150,000  tons  of  hydrogen  are  produced  in  Finland  per  year  (4.7–5.0  TWh).   About  99  percent  of  hydrogen  is  produced  from  natural  gas. ",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Infrastructure strategy,,"Accelerate renewable energy supply, increase transmission capacity",Sufficient clean electricity production capacity and investments in transmission networks and foreign connections also enable Finland to develop in the long term the export of value-added products such as green steel as well as hydrogen and electric fuels,FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Production capacity,Current,0.15 Mt,"140,000–150,000  tons  of  hydrogen  are  produced  in  Finland  per  year  (4.7–5.0  TWh).   About  99  percent  of  hydrogen  is  produced  from  natural  gas. ",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),"2,160 MW",0.15 Mt,
Europe,Northern Europe,Finland,FIN,Public financing,,Fund for pilot project is available,"The  development  and  implementation  of  carbon  dioxide  capture,  storage  and  utilization  (CCS/CCU)  technologies  and  solutions  will  be  accelerated,  e.g.  by  funding  the  pilot  and  demo projects",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Trade medium,,N/A,,,,,
Europe,Northern Europe,Finland,FIN,Trade partner,,N/A,,,,,
Europe,Northern Europe,Finland,FIN,Trade reason,,Expand renewable energy market overseas,"The goals are the production of clean hydrogen and electric fuels for the needs of domestic industry, transport and the energy system, the renewal of industry and the growth of export business with a high processing value, and securing investments in Finland.",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Trade strategy,,Export,"The goals are the production of clean hydrogen and electric fuels for the needs of domestic industry, transport and the energy system, the renewal of industry and the growth of export business with a high processing value, and securing investments in Finland.",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Finland,FIN,Trade time,,N/A,,,,,
Europe,Northern Europe,Finland,FIN,Trade value,2030,10% of EU market demand,"As  market  conditions  develop  favorably,  Finland  has  the  conditions  to  produce  at  least  ten  percent  of  the  EU's  emission-free  hydrogen  in  2030",,,,
Europe,Northern Europe,Finland,FIN,Type of hydrogen,Current,Grey,"140,000–150,000  tons  of  hydrogen  are  produced  in  Finland  per  year  (4.7–5.0  TWh).   About  99  percent  of  hydrogen  is  produced  from  natural  gas. ",FIN_Valtioneuvoston periaatepäätös vedystä 2023 - decision in principle (eng),,,
Europe,Northern Europe,Ireland,IRL,Additional note,,N/A,,,,,
Europe,Northern Europe,Ireland,IRL,By-product,,N/A,,,,,
Europe,Northern Europe,Ireland,IRL,Domestic demand,2050,4.6 - 39 TWh,Indicative        projections        estimate        that        Ireland’s        domestic        hydrogen        energy        demand        needs        could        equate        to        between        4.6        and        39        TWh        by        2050.        ,IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Domestic demand,,"Aviation, Industry and Processing, Flexible Power Generation, Road & Rail Transport, Maritime, Commercial and Residential, Other Potential Non-Energy Uses",(explaind in Fig 7 at page 46),IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Energy source,,Renewable energy,(explained in graph at page 12),IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Export to China,,N/A,,,,,
Europe,Northern Europe,Ireland,IRL,Infrastructure strategy,,Compresed tankers for small scale hydrogen distribution,"Compressed tankers are	well suited to small scale distributed hydrogen applications such as heavy-duty road transport.	",IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Infrastructure strategy,,Pipeline through UK to Europe,The United Kingdom are also working to develop further interconnection with mainland Europe and therefore this offers a potential pathway for pipeline transportation of hydrogen from Ireland to potential export markets in Europe via the UK.,IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Investment value,,N/A,,,,,
Europe,Northern Europe,Ireland,IRL,Production capacity,Early 2030s,"2,000 MW","During the early 2030s, hydrogen demand is anticipated to scale up rapidly with the installation of 2 GW electrolyser capacity from offshore wind.        ",IRL_National Hydrogen Strategy (eng),"2,000 MW",0.14 Mt,
Europe,Northern Europe,Ireland,IRL,Public financing,,N/A,,,,,
Europe,Northern Europe,Ireland,IRL,RnD fund,2022,€40 million,"In 2022, the Department	of the Environment,	Climate and Communications	funded a range of	research programmes totalling over €40 million",IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Trade medium,,"Ammonia, e-methanol, e-kerosene, LOHC","Hydrogen based synthetic carriers can offer a cost-effective alternative. Examples of this include ammonia, e-methanol, e-kerosene, and liquid organic hydrogen compounds (LOHC).        ",IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Trade partner,,EU,This opens the opportunity for Ireland to become a net exporter of renewable hydrogen in the long-term where other European countries are actively looking to source new supply routes to import renewable hydrogen,IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Trade reason,,"Reduce production cost, promote economic growth and high skill job creation","An export market could help to deliver the necessary economies of scale needed to reduce production costs, allowing hydrogen to become competitive and strengthening the business case for large scale infrastructure such as a national hydrogen network to be developed. An export market could also deliver economic growth and the creation of many high skilled jobs in the renewable energy sector across Ireland",IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Trade strategy,,Export,"Hydrogen production is envisioned to expand to meet increasing indigenous demand as end-use sectors transition to renewable hydrogen, synthetic fuels are produced using renewable hydrogen and to support potential future export market opportunities that may emerge.",IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Trade time,,2040,The long-term ambition of the government is to develop 20 GW of offshore renewable energy production by 2040 and at least 37 GW by 2050. This equates to roughly 150 TWh per annum,IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Ireland,IRL,Trade value,,N/A,,,,,
Europe,Northern Europe,Ireland,IRL,Type of hydrogen,,Green,"As Ireland takes the opportunity to	become a net	exporter of green hydrogen, Ireland can	also take	this opportunity to be a leader	in setting best	practice through standards, in	such areas as hydrogen	production and storage.",IRL_National Hydrogen Strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Additional note,,N/A,,,,,
Europe,Northern Europe,Norway,NOR,By-product,,,,,,,
Europe,Northern Europe,Norway,NOR,Domestic demand,,,,,,,
Europe,Northern Europe,Norway,NOR,Energy source,,,,,,,
Europe,Northern Europe,Norway,NOR,Export to China,,,,,,,
Europe,Northern Europe,Norway,NOR,Infrastructure strategy,,Retrofit gas pipelines,"In the long term, companies including Equinor are also looking at the option of producing hydrogen in Norway from gas, with a short distance to CO2 storage, and transporting hydrogen through pipelines or possibly by ship in the form of ammonia.",NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Production capacity,,N/A,,,,,
Europe,Northern Europe,Norway,NOR,Public financing,,,,,,,
Europe,Northern Europe,Norway,NOR,Trade medium,,Ammonia,"In the long term, companies including Equinor are also looking at the option of producing hydrogen in Norway from gas, with a short distance to CO2 storage, and transporting hydrogen through pipelines or possibly by ship in the form of ammonia.",NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Trade partner,,,,NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Trade reason,,To exploit its gas resources,The Norwegian authorities will work to ensure that natural gas reforming combined with CCS can compete on equal terms with hydrogen from water electrolysis in the European energy market,NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Trade strategy,,Export,"In the long term, companies including Equinor are also looking at the option of producing hydrogen in Norway from gas, with a short distance to CO2 storage, and transporting hydrogen through pipelines or possibly by ship in the form of ammonia.",NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Trade time,,,,,,,
Europe,Northern Europe,Norway,NOR,Trade value,,N/A,,NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Norway,NOR,Type of hydrogen,,Blue,"Ultimately, it is up to the market actors to assess whether it will become commercially attractive to export blue hydrogen from Norway in the future. ",NOR_The Norwegian Government’s hydrogen strategy (eng),,,
Europe,Northern Europe,Sweden,SWE,Additional note,,N/A,,,,,
Europe,Northern Europe,Sweden,SWE,By-product,,N/A,,,,,
Europe,Northern Europe,Sweden,SWE,Domestic demand,Current,180 kt,"Hydrogen  has  long  been  an  important  raw  material  in  parts  of  the  process  industry.  Most  of  it hydrogen  that  is  used  today  in  Sweden  (about  180,000  tons  corresponding  to  6  TWh/year)   is  used in industry",,,,
Europe,Northern Europe,Sweden,SWE,Energy source,,Renewable,"The  proposal  for  a  national  strategy  for  fossil-free  hydrogen,  electrofuels  takes  its  starting  point  from  hydrogen's  potential  role  in  the  energy  system",,,,
Europe,Northern Europe,Sweden,SWE,Export to China,,N/A,,,,,
Europe,Northern Europe,Sweden,SWE,Infrastructure strategy,,,,,,,
Europe,Northern Europe,Sweden,SWE,Production capacity,Current,0.180 Mt,"Hydrogen  has  long  been  an  important  raw  material  in  parts  of  the  process  industry.  Most  of  it hydrogen  that  is  used  today  in  Sweden  (about  180,000  tons  corresponding  to  6  TWh/year)   is  used in industry",,"2,592 MW",0.18 Mt,
Europe,Northern Europe,Sweden,SWE,Production capacity,2030,"10,000 MW","Create  the  conditions  for  at  least  5  GWel  electrolyser  capacity,  which  can  lead  to  emission  reductions  of  1.5–3  million  tonnes  of  carbon  dioxide  equivalents  (CO2eq),  corresponding  to  3–6  percent  of  Sweden's  total  emissions  today.",,"10,000 MW",0.69 Mt,
Europe,Northern Europe,Sweden,SWE,Production capacity,2045,"15,000 MW","A further  expansion  corresponding  to  10  GWel  of  electrolyser  capacity  has  taken  place,  with  the  potential  to  contribute  to  emission  reductions  of  7–15  million  tonnes  of  carbon  dioxide  equivalents  ( CO2eq)  corresponding  to  15–30  percent  of  Sweden's  total  emissions today.",,"15,000 MW",1.04 Mt,
